RowId,SchoolYear,OrganizationLevelId,OrganizationLevel,OrganizationId,OrganizationName,County,ESDOrganizationId,ESDName,LEAOrganizationId,LEACode,LEAName,SchoolOrganizationId,SchoolCode,SchoolName,TeacherTotal,StudentTotal,StudentToTeacherRatio,IsEEValidated,DataAsOf
1,2017-18,1,State,103300,Washington State,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65241,1130714,17.3,1,1/10/25
2,2017-18,2,ESD,100004,Capital Region ESD 113,Multiple,100004,Capital Region ESD 113,NULL,NULL,NULL,NULL,NULL,NULL,4458,75778,17,1,1/10/25
3,2017-18,2,ESD,100001,Educational Service District 101,Multiple,100001,Educational Service District 101,NULL,NULL,NULL,NULL,NULL,NULL,5939,94473,15.9,1,1/10/25
4,2017-18,2,ESD,100002,Educational Service District 105,Multiple,100002,Educational Service District 105,NULL,NULL,NULL,NULL,NULL,NULL,3767,66590,17.7,1,1/10/25
5,2017-18,2,ESD,100003,Educational Service District 112,Multiple,100003,Educational Service District 112,NULL,NULL,NULL,NULL,NULL,NULL,6205,103576,16.7,1,1/10/25
6,2017-18,2,ESD,100007,Educational Service District 123,Multiple,100007,Educational Service District 123,NULL,NULL,NULL,NULL,NULL,NULL,4387,76854,17.5,1,1/10/25
7,2017-18,2,ESD,100008,North Central Educational Service District 171,Multiple,100008,North Central Educational Service District 171,NULL,NULL,NULL,NULL,NULL,NULL,2807,48813,17.4,1,1/10/25
8,2017-18,2,ESD,100009,Northwest Educational Service District 189,Multiple,100009,Northwest Educational Service District 189,NULL,NULL,NULL,NULL,NULL,NULL,9822,170726,17.4,1,1/10/25
9,2017-18,2,ESD,100005,Olympic Educational Service District 114,Multiple,100005,Olympic Educational Service District 114,NULL,NULL,NULL,NULL,NULL,NULL,2997,48014,16,1,1/10/25
10,2017-18,2,ESD,100006,Puget Sound Educational Service District 121,Multiple,100006,Puget Sound Educational Service District 121,NULL,NULL,NULL,NULL,NULL,NULL,24873,440638,17.7,1,1/10/25
11,2017-18,2,ESD,105886,Spokane Public Schools Charter Authorizer,Multiple,105886,Spokane Public Schools Charter Authorizer,NULL,NULL,NULL,NULL,NULL,NULL,29,396,13.7,1,1/10/25
12,2017-18,2,ESD,105798,Washington State Charter School Commission,Multiple,105798,Washington State Charter School Commission,NULL,NULL,NULL,NULL,NULL,NULL,160,2110,13.2,1,1/10/25
13,2017-18,3,LEA,100010,Aberdeen School District,Grays Harbor,100004,Capital Region ESD 113,100010,14005,Aberdeen School District,NULL,NULL,NULL,211,3588,17,1,1/10/25
14,2017-18,3,LEA,100011,Adna School District,Lewis,100004,Capital Region ESD 113,100011,21226,Adna School District,NULL,NULL,NULL,37,644,17.4,1,1/10/25
15,2017-18,3,LEA,100012,Almira School District,Lincoln,100001,Educational Service District 101,100012,22017,Almira School District,NULL,NULL,NULL,12,114,9.5,1,1/10/25
16,2017-18,3,LEA,100013,Anacortes School District,Skagit,100009,Northwest Educational Service District 189,100013,29103,Anacortes School District,NULL,NULL,NULL,158,2812,17.8,1,1/10/25
17,2017-18,3,LEA,100014,Arlington School District,Snohomish,100009,Northwest Educational Service District 189,100014,31016,Arlington School District,NULL,NULL,NULL,304,5718,18.8,1,1/10/25
18,2017-18,3,LEA,100015,Asotin-Anatone School District,Asotin,100007,Educational Service District 123,100015,2420,Asotin-Anatone School District,NULL,NULL,NULL,40,660,16.5,1,1/10/25
19,2017-18,3,LEA,100016,Auburn School District,King,100006,Puget Sound Educational Service District 121,100016,17408,Auburn School District,NULL,NULL,NULL,988,17074,17.3,1,1/10/25
20,2017-18,3,LEA,100017,Bainbridge Island School District,Kitsap,100006,Puget Sound Educational Service District 121,100017,18303,Bainbridge Island School District,NULL,NULL,NULL,225,3937,17.5,1,1/10/25
21,2017-18,3,LEA,104220,Bates Technical College,Pierce,NULL,NULL,104220,27931,Bates Technical College,NULL,NULL,NULL,0,296,NULL,0,1/10/25
22,2017-18,3,LEA,100018,Battle Ground School District,Clark,100003,Educational Service District 112,100018,6119,Battle Ground School District,NULL,NULL,NULL,807,13652,16.9,1,1/10/25
23,2017-18,3,LEA,100019,Bellevue School District,King,100006,Puget Sound Educational Service District 121,100019,17405,Bellevue School District,NULL,NULL,NULL,1160,21648,18.7,1,1/10/25
24,2017-18,3,LEA,100020,Bellingham School District,Whatcom,100009,Northwest Educational Service District 189,100020,37501,Bellingham School District,NULL,NULL,NULL,817,11921,14.6,1,1/10/25
25,2017-18,3,LEA,100021,Benge School District,Adams,100001,Educational Service District 101,100021,1122,Benge School District,NULL,NULL,NULL,2,14,7,1,1/10/25
26,2017-18,3,LEA,100022,Bethel School District,Pierce,100006,Puget Sound Educational Service District 121,100022,27403,Bethel School District,NULL,NULL,NULL,1080,20054,18.6,1,1/10/25
27,2017-18,3,LEA,100023,Bickleton School District,Klickitat,100002,Educational Service District 105,100023,20203,Bickleton School District,NULL,NULL,NULL,13,123,9.5,1,1/10/25
28,2017-18,3,LEA,100024,Blaine School District,Whatcom,100009,Northwest Educational Service District 189,100024,37503,Blaine School District,NULL,NULL,NULL,139,2291,16.5,1,1/10/25
29,2017-18,3,LEA,100025,Boistfort School District,Lewis,100004,Capital Region ESD 113,100025,21234,Boistfort School District,NULL,NULL,NULL,5,103,20.6,1,1/10/25
30,2017-18,3,LEA,100026,Bremerton School District,Kitsap,100005,Olympic Educational Service District 114,100026,18100,Bremerton School District,NULL,NULL,NULL,343,5095,14.9,1,1/10/25
31,2017-18,3,LEA,100027,Brewster School District,Okanogan,100008,North Central Educational Service District 171,100027,24111,Brewster School District,NULL,NULL,NULL,63,1000,15.9,1,1/10/25
32,2017-18,3,LEA,100028,Bridgeport School District,Douglas,100008,North Central Educational Service District 171,100028,9075,Bridgeport School District,NULL,NULL,NULL,53,911,17.2,1,1/10/25
33,2017-18,3,LEA,100029,Brinnon School District,Jefferson,100005,Olympic Educational Service District 114,100029,16046,Brinnon School District,NULL,NULL,NULL,5,77,15.4,1,1/10/25
34,2017-18,3,LEA,100030,Burlington-Edison School District,Skagit,100009,Northwest Educational Service District 189,100030,29100,Burlington-Edison School District,NULL,NULL,NULL,249,3653,14.7,1,1/10/25
35,2017-18,3,LEA,100031,Camas School District,Clark,100003,Educational Service District 112,100031,6117,Camas School District,NULL,NULL,NULL,419,7268,17.3,1,1/10/25
36,2017-18,3,LEA,100032,Cape Flattery School District,Clallam,100005,Olympic Educational Service District 114,100032,5401,Cape Flattery School District,NULL,NULL,NULL,51,505,9.9,1,1/10/25
37,2017-18,3,LEA,100033,Carbonado School District,Pierce,100006,Puget Sound Educational Service District 121,100033,27019,Carbonado School District,NULL,NULL,NULL,13,195,15,1,1/10/25
38,2017-18,3,LEA,100034,Cascade School District,Chelan,100008,North Central Educational Service District 171,100034,4228,Cascade School District,NULL,NULL,NULL,78,1408,18.1,1,1/10/25
39,2017-18,3,LEA,100035,CASHMERE SCHOOL DISTRICT,Chelan,100008,North Central Educational Service District 171,100035,4222,CASHMERE SCHOOL DISTRICT,NULL,NULL,NULL,99,1660,16.8,1,1/10/25
40,2017-18,3,LEA,100036,Castle Rock School District,Cowlitz,100003,Educational Service District 112,100036,8401,Castle Rock School District,NULL,NULL,NULL,77,1344,17.5,1,1/10/25
41,2017-18,3,LEA,100037,Centerville School District,Klickitat,100003,Educational Service District 112,100037,20215,Centerville School District,NULL,NULL,NULL,6,95,15.8,1,1/10/25
42,2017-18,3,LEA,100038,Central Kitsap School District,Kitsap,100005,Olympic Educational Service District 114,100038,18401,Central Kitsap School District,NULL,NULL,NULL,649,11384,17.5,1,1/10/25
43,2017-18,3,LEA,100039,Central Valley School District,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,NULL,NULL,NULL,846,14223,16.8,1,1/10/25
44,2017-18,3,LEA,104025,Centralia College,Lewis,NULL,NULL,104025,21926,Centralia College,NULL,NULL,NULL,0,NULL,NULL,0,1/10/25
45,2017-18,3,LEA,100040,Centralia School District,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,NULL,NULL,NULL,218,3687,16.9,1,1/10/25
46,2017-18,3,LEA,100041,Chehalis School District,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,NULL,NULL,NULL,186,3099,16.7,1,1/10/25
47,2017-18,3,LEA,100042,Cheney School District,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,NULL,NULL,NULL,311,4923,15.8,1,1/10/25
48,2017-18,3,LEA,100043,Chewelah School District,Stevens,100001,Educational Service District 101,100043,33036,Chewelah School District,NULL,NULL,NULL,46,772,16.8,1,1/10/25
49,2017-18,3,LEA,100044,Chimacum School District,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,NULL,NULL,NULL,63,996,15.8,1,1/10/25
50,2017-18,3,LEA,100045,Clarkston School District,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,NULL,NULL,NULL,153,2719,17.8,1,1/10/25
51,2017-18,3,LEA,100046,Cle Elum-Roslyn School District,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,NULL,NULL,NULL,73,921,12.6,1,1/10/25
52,2017-18,3,LEA,100047,Clover Park School District,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,NULL,NULL,NULL,780,13773,17.7,1,1/10/25
53,2017-18,3,LEA,104269,Clover Park Technical College,Pierce,NULL,NULL,104269,27932,Clover Park Technical College,NULL,NULL,NULL,0,252,NULL,0,1/10/25
54,2017-18,3,LEA,100048,Colfax School District,Whitman,100001,Educational Service District 101,100048,38300,Colfax School District,NULL,NULL,NULL,38,591,15.6,1,1/10/25
55,2017-18,3,LEA,100049,College Place School District,Walla Walla,100007,Educational Service District 123,100049,36250,College Place School District,NULL,NULL,NULL,87,1447,16.6,1,1/10/25
56,2017-18,3,LEA,100050,Colton School District,Whitman,100001,Educational Service District 101,100050,38306,Colton School District,NULL,NULL,NULL,29,167,5.8,1,1/10/25
57,2017-18,3,LEA,100051,Columbia (Stevens) School District,Stevens,100001,Educational Service District 101,100051,33206,Columbia (Stevens) School District,NULL,NULL,NULL,17,134,7.9,1,1/10/25
58,2017-18,3,LEA,100052,Columbia (Walla Walla) School District,Walla Walla,100007,Educational Service District 123,100052,36400,Columbia (Walla Walla) School District,NULL,NULL,NULL,47,780,16.6,1,1/10/25
59,2017-18,3,LEA,100053,Colville School District,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,NULL,NULL,NULL,103,1835,17.8,1,1/10/25
60,2017-18,3,LEA,100054,Concrete School District,Skagit,100009,Northwest Educational Service District 189,100054,29011,Concrete School District,NULL,NULL,NULL,37,559,15.1,1,1/10/25
61,2017-18,3,LEA,100055,Conway School District,Skagit,100009,Northwest Educational Service District 189,100055,29317,Conway School District,NULL,NULL,NULL,26,471,18.1,1,1/10/25
62,2017-18,3,LEA,100056,Cosmopolis School District,Grays Harbor,100004,Capital Region ESD 113,100056,14099,Cosmopolis School District,NULL,NULL,NULL,12,169,14.1,1,1/10/25
63,2017-18,3,LEA,100057,Coulee-Hartline School District,Grant,100008,North Central Educational Service District 171,100057,13151,Coulee-Hartline School District,NULL,NULL,NULL,18,180,10,1,1/10/25
64,2017-18,3,LEA,100058,Coupeville School District,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,NULL,NULL,NULL,56,1002,17.9,1,1/10/25
65,2017-18,3,LEA,100059,Crescent School District,Clallam,100005,Olympic Educational Service District 114,100059,5313,Crescent School District,NULL,NULL,NULL,36,312,8.7,1,1/10/25
66,2017-18,3,LEA,100060,Creston School District,Lincoln,100001,Educational Service District 101,100060,22073,Creston School District,NULL,NULL,NULL,24,90,3.8,1,1/10/25
67,2017-18,3,LEA,100061,Curlew School District,Ferry,100001,Educational Service District 101,100061,10050,Curlew School District,NULL,NULL,NULL,17,192,11.3,1,1/10/25
68,2017-18,3,LEA,100062,Cusick School District,Pend Oreille,100001,Educational Service District 101,100062,26059,Cusick School District,NULL,NULL,NULL,20,274,13.7,1,1/10/25
69,2017-18,3,LEA,100063,Damman School District,Kittitas,100002,Educational Service District 105,100063,19007,Damman School District,NULL,NULL,NULL,3,33,11,1,1/10/25
70,2017-18,3,LEA,100064,Darrington School District,Snohomish,100009,Northwest Educational Service District 189,100064,31330,Darrington School District,NULL,NULL,NULL,28,439,15.7,1,1/10/25
71,2017-18,3,LEA,100065,Davenport School District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,NULL,NULL,NULL,41,624,15.2,1,1/10/25
72,2017-18,3,LEA,100066,Dayton School District,Columbia,100007,Educational Service District 123,100066,7002,Dayton School District,NULL,NULL,NULL,33,437,13.2,1,1/10/25
73,2017-18,3,LEA,100067,Deer Park School District,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,NULL,NULL,NULL,140,2564,18.3,1,1/10/25
74,2017-18,3,LEA,100068,Dieringer School District,Pierce,100006,Puget Sound Educational Service District 121,100068,27343,Dieringer School District,NULL,NULL,NULL,86,1479,17.2,1,1/10/25
75,2017-18,3,LEA,100069,Dixie School District,Walla Walla,100007,Educational Service District 123,100069,36101,Dixie School District,NULL,NULL,NULL,2,15,7.5,1,1/10/25
76,2017-18,3,LEA,100070,East Valley School District (Spokane),Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),NULL,NULL,NULL,277,4435,16,1,1/10/25
77,2017-18,3,LEA,100071,East Valley School District (Yakima),Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),NULL,NULL,NULL,208,3268,15.7,1,1/10/25
78,2017-18,3,LEA,100072,Eastmont School District,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,NULL,NULL,NULL,334,6308,18.9,1,1/10/25
79,2017-18,3,LEA,100073,Easton School District,Kittitas,100002,Educational Service District 105,100073,19028,Easton School District,NULL,NULL,NULL,19,110,5.8,1,1/10/25
80,2017-18,3,LEA,100074,Eatonville School District,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,NULL,NULL,NULL,112,1925,17.2,1,1/10/25
81,2017-18,3,LEA,100075,Edmonds School District,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,NULL,NULL,NULL,1223,21339,17.4,1,1/10/25
82,2017-18,3,LEA,106022,Educational Service Agency 112,Clark,100003,Educational Service District 112,106022,6701,Educational Service Agency 112,NULL,NULL,NULL,0,NULL,NULL,0,1/10/25
83,2017-18,3,LEA,100076,Ellensburg School District,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,NULL,NULL,NULL,200,3410,17.1,1,1/10/25
84,2017-18,3,LEA,100077,Elma School District,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,NULL,NULL,NULL,85,1507,17.7,1,1/10/25
85,2017-18,3,LEA,100078,Endicott School District,Whitman,100001,Educational Service District 101,100078,38308,Endicott School District,NULL,NULL,NULL,13,111,8.5,1,1/10/25
86,2017-18,3,LEA,100079,Entiat School District,Chelan,100008,North Central Educational Service District 171,100079,4127,Entiat School District,NULL,NULL,NULL,25,350,14,1,1/10/25
87,2017-18,3,LEA,100080,Enumclaw School District,King,100006,Puget Sound Educational Service District 121,100080,17216,Enumclaw School District,NULL,NULL,NULL,227,4199,18.5,1,1/10/25
88,2017-18,3,LEA,100081,Ephrata School District,Grant,100008,North Central Educational Service District 171,100081,13165,Ephrata School District,NULL,NULL,NULL,153,2612,17.1,1,1/10/25
89,2017-18,3,LEA,100001,ESD 101 acting as a school district,Spokane,100001,Educational Service District 101,100001,32801,ESD 101 acting as a school district,NULL,NULL,NULL,5,378,75.6,1,1/10/25
90,2017-18,3,LEA,100002,ESD 105 acting as a school district,Yakima,100002,Educational Service District 105,100002,39801,ESD 105 acting as a school district,NULL,NULL,NULL,0,NULL,NULL,0,1/10/25
91,2017-18,3,LEA,100003,ESD 112 acting as a school district,Clark,100003,Educational Service District 112,100003,6801,ESD 112 acting as a school district,NULL,NULL,NULL,5,306,61.2,1,1/10/25
92,2017-18,3,LEA,100004,ESD 113 acting as a school district,Thurston,100004,Capital Region ESD 113,100004,34801,ESD 113 acting as a school district,NULL,NULL,NULL,12,782,65.2,1,1/10/25
93,2017-18,3,LEA,100005,ESD 114 acting as a school district,Kitsap,100005,Olympic Educational Service District 114,100005,18801,ESD 114 acting as a school district,NULL,NULL,NULL,2,54,27,1,1/10/25
94,2017-18,3,LEA,100006,ESD 121 acting as a school district,King,100006,Puget Sound Educational Service District 121,100006,17801,ESD 121 acting as a school district,NULL,NULL,NULL,0,NULL,NULL,0,1/10/25
95,2017-18,3,LEA,100007,ESD 123 acting as a school district,Franklin,100007,Educational Service District 123,100007,11801,ESD 123 acting as a school district,NULL,NULL,NULL,1,60,60,1,1/10/25
96,2017-18,3,LEA,100008,ESD 171 acting as a school district,Chelan,100008,North Central Educational Service District 171,100008,4801,ESD 171 acting as a school district,NULL,NULL,NULL,0,NULL,NULL,0,1/10/25
97,2017-18,3,LEA,100009,ESD 189 acting as a school district,Skagit,100009,Northwest Educational Service District 189,100009,29801,ESD 189 acting as a school district,NULL,NULL,NULL,3,30,10,1,1/10/25
98,2017-18,3,LEA,100082,Evaline School District,Lewis,100004,Capital Region ESD 113,100082,21036,Evaline School District,NULL,NULL,NULL,5,58,11.6,1,1/10/25
99,2017-18,3,LEA,100083,Everett School District,Snohomish,100009,Northwest Educational Service District 189,100083,31002,Everett School District,NULL,NULL,NULL,1121,20708,18.5,1,1/10/25
100,2017-18,3,LEA,100084,Evergreen School District (Clark),Clark,100003,Educational Service District 112,100084,6114,Evergreen School District (Clark),NULL,NULL,NULL,1626,25903,15.9,1,1/10/25
101,2017-18,3,LEA,100085,Evergreen School District (Stevens),Stevens,100001,Educational Service District 101,100085,33205,Evergreen School District (Stevens),NULL,NULL,NULL,4,33,8.3,1,1/10/25
102,2017-18,3,LEA,105811,Excel Public Charter School,King,105798,Washington State Charter School Commission,105811,17906,Excel Public Charter School,NULL,NULL,NULL,21,160,7.6,1,1/10/25
103,2017-18,3,LEA,100086,Federal Way School District,King,100006,Puget Sound Educational Service District 121,100086,17210,Federal Way School District,NULL,NULL,NULL,1331,23651,17.8,1,1/10/25
104,2017-18,3,LEA,100087,Ferndale School District,Whatcom,100009,Northwest Educational Service District 189,100087,37502,Ferndale School District,NULL,NULL,NULL,275,4848,17.6,1,1/10/25
105,2017-18,3,LEA,100088,Fife School District,Pierce,100006,Puget Sound Educational Service District 121,100088,27417,Fife School District,NULL,NULL,NULL,210,3841,18.3,1,1/10/25
106,2017-18,3,LEA,100089,Finley School District,Benton,100007,Educational Service District 123,100089,3053,Finley School District,NULL,NULL,NULL,57,923,16.2,1,1/10/25
107,2017-18,3,LEA,100090,Franklin Pierce School District,Pierce,100006,Puget Sound Educational Service District 121,100090,27402,Franklin Pierce School District,NULL,NULL,NULL,460,8126,17.7,1,1/10/25
108,2017-18,3,LEA,100091,Freeman School District,Spokane,100001,Educational Service District 101,100091,32358,Freeman School District,NULL,NULL,NULL,57,923,16.2,1,1/10/25
109,2017-18,3,LEA,100092,Garfield School District,Whitman,100001,Educational Service District 101,100092,38302,Garfield School District,NULL,NULL,NULL,24,127,5.3,1,1/10/25
110,2017-18,3,LEA,100093,Glenwood School District,Klickitat,100003,Educational Service District 112,100093,20401,Glenwood School District,NULL,NULL,NULL,12,74,6.2,1,1/10/25
111,2017-18,3,LEA,100094,Goldendale School District,Klickitat,100002,Educational Service District 105,100094,20404,Goldendale School District,NULL,NULL,NULL,63,989,15.7,1,1/10/25
112,2017-18,3,LEA,100095,Grand Coulee Dam School District,Grant,100008,North Central Educational Service District 171,100095,13301,Grand Coulee Dam School District,NULL,NULL,NULL,45,753,16.7,1,1/10/25
113,2017-18,3,LEA,100096,Grandview School District,Yakima,100002,Educational Service District 105,100096,39200,Grandview School District,NULL,NULL,NULL,205,3829,18.7,1,1/10/25
114,2017-18,3,LEA,100097,Granger School District,Yakima,100002,Educational Service District 105,100097,39204,Granger School District,NULL,NULL,NULL,83,1568,18.9,1,1/10/25
115,2017-18,3,LEA,100098,Granite Falls School District,Snohomish,100009,Northwest Educational Service District 189,100098,31332,Granite Falls School District,NULL,NULL,NULL,123,2074,16.9,1,1/10/25
116,2017-18,3,LEA,100099,Grapeview School District,Mason,100004,Capital Region ESD 113,100099,23054,Grapeview School District,NULL,NULL,NULL,16,225,14.1,1,1/10/25
117,2017-18,3,LEA,100100,Great Northern School District,Spokane,100001,Educational Service District 101,100100,32312,Great Northern School District,NULL,NULL,NULL,6,53,8.8,1,1/10/25
118,2017-18,3,LEA,105806,Green Dot Destiny,Pierce,105798,Washington State Charter School Commission,105806,27904,Green Dot Destiny,NULL,NULL,NULL,24,276,11.5,1,1/10/25
119,2017-18,3,LEA,100101,Green Mountain School District,Clark,100003,Educational Service District 112,100101,6103,Green Mountain School District,NULL,NULL,NULL,9,163,18.1,1,1/10/25
120,2017-18,3,LEA,100102,Griffin School District,Thurston,100004,Capital Region ESD 113,100102,34324,Griffin School District,NULL,NULL,NULL,37,664,17.9,1,1/10/25
121,2017-18,3,LEA,100103,Harrington School District,Lincoln,100001,Educational Service District 101,100103,22204,Harrington School District,NULL,NULL,NULL,13,136,10.5,1,1/10/25
122,2017-18,3,LEA,100104,Highland School District,Yakima,100002,Educational Service District 105,100104,39203,Highland School District,NULL,NULL,NULL,76,1185,15.6,1,1/10/25
123,2017-18,3,LEA,100105,Highline School District,King,100006,Puget Sound Educational Service District 121,100105,17401,Highline School District,NULL,NULL,NULL,1119,19999,17.9,1,1/10/25
124,2017-18,3,LEA,100106,Hockinson School District,Clark,100003,Educational Service District 112,100106,6098,Hockinson School District,NULL,NULL,NULL,108,1981,18.3,1,1/10/25
125,2017-18,3,LEA,100107,Hood Canal School District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,NULL,NULL,NULL,26,320,12.3,1,1/10/25
126,2017-18,3,LEA,100108,Hoquiam School District,Grays Harbor,100004,Capital Region ESD 113,100108,14028,Hoquiam School District,NULL,NULL,NULL,98,1729,17.6,1,1/10/25
127,2017-18,3,LEA,100109,Inchelium School District,Ferry,100001,Educational Service District 101,100109,10070,Inchelium School District,NULL,NULL,NULL,21,228,10.9,1,1/10/25
128,2017-18,3,LEA,100110,Index Elementary School District 63,Snohomish,100009,Northwest Educational Service District 189,100110,31063,Index Elementary School District 63,NULL,NULL,NULL,5,36,7.2,1,1/10/25
129,2017-18,3,LEA,100111,Issaquah School District,King,100006,Puget Sound Educational Service District 121,100111,17411,Issaquah School District,NULL,NULL,NULL,1164,21075,18.1,1,1/10/25
130,2017-18,3,LEA,100112,Kahlotus School District,Franklin,100007,Educational Service District 123,100112,11056,Kahlotus School District,NULL,NULL,NULL,11,53,4.8,1,1/10/25
131,2017-18,3,LEA,100113,Kalama School District,Cowlitz,100003,Educational Service District 112,100113,8402,Kalama School District,NULL,NULL,NULL,33,1041,31.5,1,1/10/25
132,2017-18,3,LEA,100114,Keller School District,Ferry,100001,Educational Service District 101,100114,10003,Keller School District,NULL,NULL,NULL,3,27,9,1,1/10/25
133,2017-18,3,LEA,100115,Kelso School District,Cowlitz,100003,Educational Service District 112,100115,8458,Kelso School District,NULL,NULL,NULL,304,5198,17.1,1,1/10/25
134,2017-18,3,LEA,100116,Kennewick School District,Benton,100007,Educational Service District 123,100116,3017,Kennewick School District,NULL,NULL,NULL,1062,18952,17.8,1,1/10/25
135,2017-18,3,LEA,100117,Kent School District,King,100006,Puget Sound Educational Service District 121,100117,17415,Kent School District,NULL,NULL,NULL,1668,28115,16.9,1,1/10/25
136,2017-18,3,LEA,100118,Kettle Falls School District,Stevens,100001,Educational Service District 101,100118,33212,Kettle Falls School District,NULL,NULL,NULL,57,1001,17.6,1,1/10/25
137,2017-18,3,LEA,100119,Kiona-Benton City School District,Benton,100007,Educational Service District 123,100119,3052,Kiona-Benton City School District,NULL,NULL,NULL,87,1474,16.9,1,1/10/25
138,2017-18,3,LEA,100120,Kittitas School District,Kittitas,100002,Educational Service District 105,100120,19403,Kittitas School District,NULL,NULL,NULL,42,700,16.7,1,1/10/25
139,2017-18,3,LEA,100121,Klickitat School District,Klickitat,100003,Educational Service District 112,100121,20402,Klickitat School District,NULL,NULL,NULL,13,72,5.5,1,1/10/25
140,2017-18,3,LEA,100122,La Center School District,Clark,100003,Educational Service District 112,100122,6101,La Center School District,NULL,NULL,NULL,103,1725,16.7,1,1/10/25
141,2017-18,3,LEA,100123,La Conner School District,Skagit,100009,Northwest Educational Service District 189,100123,29311,La Conner School District,NULL,NULL,NULL,50,638,12.8,1,1/10/25
142,2017-18,3,LEA,100124,LaCrosse School District,Whitman,100001,Educational Service District 101,100124,38126,LaCrosse School District,NULL,NULL,NULL,14,67,4.8,1,1/10/25
143,2017-18,3,LEA,100125,Lake Chelan School District,Chelan,100008,North Central Educational Service District 171,100125,4129,Lake Chelan School District,NULL,NULL,NULL,92,1480,16.1,1,1/10/25
144,2017-18,3,LEA,100211,Lake Quinault School District,Grays Harbor,100004,Capital Region ESD 113,100211,14097,Lake Quinault School District,NULL,NULL,NULL,16,187,11.7,1,1/10/25
145,2017-18,3,LEA,100126,Lake Stevens School District,Snohomish,100009,Northwest Educational Service District 189,100126,31004,Lake Stevens School District,NULL,NULL,NULL,483,9058,18.8,1,1/10/25
146,2017-18,3,LEA,104276,Lake Washington Institute of Technology,King,NULL,NULL,104276,17937,Lake Washington Institute of Technology,NULL,NULL,NULL,0,753,NULL,0,1/10/25
147,2017-18,3,LEA,100127,Lake Washington School District,King,100006,Puget Sound Educational Service District 121,100127,17414,Lake Washington School District,NULL,NULL,NULL,1771,30055,17,1,1/10/25
148,2017-18,3,LEA,100128,Lakewood School District,Snohomish,100009,Northwest Educational Service District 189,100128,31306,Lakewood School District,NULL,NULL,NULL,128,2499,19.5,1,1/10/25
149,2017-18,3,LEA,100129,Lamont School District,Whitman,100001,Educational Service District 101,100129,38264,Lamont School District,NULL,NULL,NULL,5,40,8,1,1/10/25
150,2017-18,3,LEA,100130,Liberty School District,Spokane,100001,Educational Service District 101,100130,32362,Liberty School District,NULL,NULL,NULL,33,517,15.7,1,1/10/25
151,2017-18,3,LEA,100131,Lind School District,Adams,100001,Educational Service District 101,100131,1158,Lind School District,NULL,NULL,NULL,31,218,7,1,1/10/25
152,2017-18,3,LEA,100132,Longview School District,Cowlitz,100003,Educational Service District 112,100132,8122,Longview School District,NULL,NULL,NULL,380,6766,17.8,1,1/10/25
153,2017-18,3,LEA,100133,Loon Lake School District,Stevens,100001,Educational Service District 101,100133,33183,Loon Lake School District,NULL,NULL,NULL,13,234,18,1,1/10/25
154,2017-18,3,LEA,100134,Lopez School District,San Juan,100009,Northwest Educational Service District 189,100134,28144,Lopez School District,NULL,NULL,NULL,23,253,11,1,1/10/25
155,2017-18,3,LEA,105800,Lummi Tribal Agency,Whatcom,NULL,NULL,105800,37903,Lummi Tribal Agency,NULL,NULL,NULL,41,311,7.6,1,1/10/25
156,2017-18,3,LEA,100135,Lyle School District,Klickitat,100003,Educational Service District 112,100135,20406,Lyle School District,NULL,NULL,NULL,17,241,14.2,1,1/10/25
157,2017-18,3,LEA,100136,Lynden School District,Whatcom,100009,Northwest Educational Service District 189,100136,37504,Lynden School District,NULL,NULL,NULL,193,3320,17.2,1,1/10/25
158,2017-18,3,LEA,100137,Mabton School District,Yakima,100002,Educational Service District 105,100137,39120,Mabton School District,NULL,NULL,NULL,57,918,16.1,1,1/10/25
159,2017-18,3,LEA,100138,Mansfield School District,Douglas,100008,North Central Educational Service District 171,100138,9207,Mansfield School District,NULL,NULL,NULL,13,89,6.8,1,1/10/25
160,2017-18,3,LEA,100139,Manson School District,Chelan,100008,North Central Educational Service District 171,100139,4019,Manson School District,NULL,NULL,NULL,49,657,13.4,1,1/10/25
