RowId,SchoolYear,OrganizationLevelId,OrganizationLevel,OrganizationId,OrganizationName,County,ESDOrganizationId,ESDName,LEAOrganizationId,LEACode,LEAName,SchoolOrganizationId,SchoolCode,SchoolName,TeacherTotal,StudentTotal,StudentToTeacherRatio,IsEEValidated,DataAsOf
13777,2021-22,4,School,102128,Lister Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102128,2771,Lister Elementary School,33,393,11.9,1,1/10/25
13778,2021-22,4,School,102130,Lowell Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102130,2805,Lowell Elementary School,22,340,15.5,1,1/10/25
13779,2021-22,4,School,102118,Lyon Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102118,2336,Lyon Elementary School,25,304,12.2,1,1/10/25
13780,2021-22,4,School,102117,Madison Headstart,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102117,2335,Madison Headstart,0,14,NULL,0,1/10/25
13781,2021-22,4,School,102114,Manitou Park Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102114,2252,Manitou Park Elementary School,32,432,13.5,1,1/10/25
13782,2021-22,4,School,102139,Mann Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102139,2941,Mann Elementary School,24,344,14.3,1,1/10/25
13783,2021-22,4,School,102123,Mason Middle School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102123,2376,Mason Middle School,39,689,17.7,1,1/10/25
13784,2021-22,4,School,102144,Meeker Middle School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102144,3244,Meeker Middle School,33,636,19.3,1,1/10/25
13785,2021-22,4,School,102148,Mount Tahoma High School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102148,3398,Mount Tahoma High School,78,1390,17.8,1,1/10/25
13786,2021-22,4,School,102113,N.E. Tacoma Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102113,2247,N.E. Tacoma Elementary School,22,364,16.5,1,1/10/25
13787,2021-22,4,School,102160,Oakland High School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102160,4109,Oakland High School,17,94,5.5,1,1/10/25
13788,2021-22,4,School,102108,Point Defiance Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102108,2169,Point Defiance Elementary School,21,329,15.7,1,1/10/25
13789,2021-22,4,School,102131,Reed Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102131,2806,Reed Elementary School,31,349,11.3,1,1/10/25
13790,2021-22,4,School,102099,Remann Hall Juvenile Detention Center,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102099,2039,Remann Hall Juvenile Detention Center,3,14,4.7,1,1/10/25
13791,2021-22,4,School,102115,Roosevelt Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102115,2275,Roosevelt Elementary School,22,238,10.8,1,1/10/25
13792,2021-22,4,School,104895,Science and Math Institute,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,104895,5169,Science and Math Institute,34,601,17.7,1,1/10/25
13793,2021-22,4,School,102107,Sheridan Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102107,2168,Sheridan Elementary School,29,471,16.2,1,1/10/25
13794,2021-22,4,School,102136,Sherman Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102136,2938,Sherman Elementary School,26,422,16.2,1,1/10/25
13795,2021-22,4,School,102155,Skyline Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102155,3498,Skyline Elementary School,25,303,12.1,1,1/10/25
13796,2021-22,4,School,104989,Special Services,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,104989,5192,Special Services,0,24,NULL,0,1/10/25
13797,2021-22,4,School,102101,Stadium High School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102101,2084,Stadium High School,76,1556,20.5,1,1/10/25
13798,2021-22,4,School,102121,Stanley Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102121,2358,Stanley Elementary School,23,324,14.1,1,1/10/25
13799,2021-22,4,School,102122,Stewart Middle School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102122,2359,Stewart Middle School,42,614,14.6,1,1/10/25
13800,2021-22,4,School,106410,Tacoma Online,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,106410,5628,Tacoma Online,110,1658,15.1,1,1/10/25
13801,2021-22,4,School,105603,Tacoma Open Doors,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,105603,5307,Tacoma Open Doors,8,317,39.6,1,1/10/25
13802,2021-22,4,School,104963,Tacoma Pierce County Education Center,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,104963,5184,Tacoma Pierce County Education Center,2,NULL,NULL,1,1/10/25
13803,2021-22,4,School,102093,Tacoma School of the Arts,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102093,1860,Tacoma School of the Arts,42,618,14.7,1,1/10/25
13804,2021-22,4,School,102163,The School at Pearl Youth Residence,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102163,4283,The School at Pearl Youth Residence,3,27,9,1,1/10/25
13805,2021-22,4,School,102149,Truman Middle School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102149,3448,Truman Middle School,29,527,18.2,1,1/10/25
13806,2021-22,4,School,102142,Wainwright Intermediate School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102142,3116,Wainwright Intermediate School,24,370,15.4,1,1/10/25
13807,2021-22,4,School,102100,Washington Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102100,2083,Washington Elementary School,24,359,15,1,1/10/25
13808,2021-22,4,School,102135,Whitman Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102135,2874,Whitman Elementary School,24,318,13.3,1,1/10/25
13809,2021-22,4,School,102153,Whittier Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,102153,3452,Whittier Elementary School,25,344,13.8,1,1/10/25
13810,2021-22,4,School,106217,Willard Early Learning Center,Pierce,100006,Puget Sound Educational Service District 121,100261,27010,Tacoma School District,106217,5568,Willard Early Learning Center,0,22,NULL,0,1/10/25
13811,2021-22,4,School,104149,Taholah Elementary & Middle School,Grays Harbor,100004,Capital Region ESD 113,100262,14077,Taholah School District,104149,5032,Taholah Elementary & Middle School,21,96,4.6,1,1/10/25
13812,2021-22,4,School,100897,Taholah High School,Grays Harbor,100004,Capital Region ESD 113,100262,14077,Taholah School District,100897,3580,Taholah High School,12,65,5.4,1,1/10/25
13813,2021-22,4,School,106072,Cedar River Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,106072,5489,Cedar River Elementary,40,587,14.7,1,1/10/25
13814,2021-22,4,School,101442,Glacier Park Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101442,4453,Glacier Park Elementary,44,754,17.1,1,1/10/25
13815,2021-22,4,School,101436,Lake Wilderness Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101436,3286,Lake Wilderness Elementary,55,884,16.1,1,1/10/25
13816,2021-22,4,School,101439,Maple View Middle School,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101439,3937,Maple View Middle School,57,969,17,1,1/10/25
13817,2021-22,4,School,101441,Rock Creek Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101441,4415,Rock Creek Elementary,44,711,16.2,1,1/10/25
13818,2021-22,4,School,101438,Shadow Lake Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101438,3589,Shadow Lake Elementary,35,462,13.2,1,1/10/25
13819,2021-22,4,School,101437,Summit Trail Middle School,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101437,3341,Summit Trail Middle School,59,1113,18.9,1,1/10/25
13820,2021-22,4,School,106073,Tahoma Elementary,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,106073,5490,Tahoma Elementary,46,668,14.5,1,1/10/25
13821,2021-22,4,School,106212,Tahoma Open Doors,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,106212,5563,Tahoma Open Doors,0,26,NULL,0,1/10/25
13822,2021-22,4,School,101435,Tahoma Senior High School,King,100006,Puget Sound Educational Service District 121,100263,17409,Tahoma School District,101435,2849,Tahoma Senior High School,139,2766,19.9,1,1/10/25
13823,2021-22,4,School,103130,Tekoa Elementary School,Whitman,100001,Educational Service District 101,100264,38265,Tekoa School District,103130,2052,Tekoa Elementary School,9,126,14,1,1/10/25
13824,2021-22,4,School,103131,Tekoa High School,Whitman,100001,Educational Service District 101,100264,38265,Tekoa School District,103131,3418,Tekoa High School,9,88,9.8,1,1/10/25
13825,2021-22,4,School,102998,Parkside Elementary,Thurston,100004,Capital Region ESD 113,100265,34402,Tenino School District,102998,2457,Parkside Elementary,21,286,13.6,1,1/10/25
13826,2021-22,4,School,103001,Tenino Elementary School,Thurston,100004,Capital Region ESD 113,100265,34402,Tenino School District,103001,4238,Tenino Elementary School,23,275,12,1,1/10/25
13827,2021-22,4,School,102999,Tenino High School,Thurston,100004,Capital Region ESD 113,100265,34402,Tenino School District,102999,3509,Tenino High School,23,405,17.6,1,1/10/25
13828,2021-22,4,School,103000,Tenino Middle School,Thurston,100004,Capital Region ESD 113,100265,34402,Tenino School District,103000,3795,Tenino Middle School,19,308,16.2,1,1/10/25
13829,2021-22,4,School,101766,Thorp Elem & Jr Sr High,Kittitas,100002,Educational Service District 105,100266,19400,Thorp School District,101766,2514,Thorp Elem & Jr Sr High,24,241,10,1,1/10/25
13830,2021-22,4,School,104969,Cowlitz Prairie Academy,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,104969,5190,Cowlitz Prairie Academy,0,52,NULL,0,1/10/25
13831,2021-22,4,School,101845,Toledo Elementary School,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,101845,2998,Toledo Elementary School,27,383,14.2,1,1/10/25
13832,2021-22,4,School,101844,Toledo High School,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,101844,2616,Toledo High School,15,210,14,1,1/10/25
13833,2021-22,4,School,101846,Toledo Middle School,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,101846,3977,Toledo Middle School,13,174,13.4,1,1/10/25
13834,2021-22,4,School,106235,Tonasket Choice High School,Okanogan,100008,North Central Educational Service District 171,100268,24404,Tonasket School District,106235,5586,Tonasket Choice High School,1,25,25,1,1/10/25
13835,2021-22,4,School,101972,Tonasket Elementary School,Okanogan,100008,North Central Educational Service District 171,100268,24404,Tonasket School District,101972,3176,Tonasket Elementary School,36,453,12.6,1,1/10/25
13836,2021-22,4,School,101971,Tonasket High School,Okanogan,100008,North Central Educational Service District 171,100268,24404,Tonasket School District,101971,2679,Tonasket High School,32,329,10.3,1,1/10/25
13837,2021-22,4,School,101973,Tonasket Middle School,Okanogan,100008,North Central Educational Service District 171,100268,24404,Tonasket School District,101973,4196,Tonasket Middle School,18,257,14.3,1,1/10/25
13838,2021-22,4,School,106236,Tonasket Outreach School,Okanogan,100008,North Central Educational Service District 171,100268,24404,Tonasket School District,106236,5587,Tonasket Outreach School,7,110,15.7,1,1/10/25
13839,2021-22,4,School,103245,Computer Academy Toppenish High School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103245,1508,Computer Academy Toppenish High School,11,254,23.1,1,1/10/25
13840,2021-22,4,School,103250,Garfield Elementary School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103250,2608,Garfield Elementary School,22,339,15.4,1,1/10/25
13841,2021-22,4,School,103255,Kirkwood Elementary School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103255,4106,Kirkwood Elementary School,30,409,13.6,1,1/10/25
13842,2021-22,4,School,103251,Lincoln Elementary School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103251,2635,Lincoln Elementary School,21,296,14.1,1,1/10/25
13843,2021-22,4,School,105465,Red Comet at Toppenish School District,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,105465,5262,Red Comet at Toppenish School District,25,585,23.4,1,1/10/25
13844,2021-22,4,School,103252,Toppenish High School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103252,2900,Toppenish High School,60,940,15.7,1,1/10/25
13845,2021-22,4,School,103249,Toppenish Middle School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103249,2264,Toppenish Middle School,48,860,17.9,1,1/10/25
13846,2021-22,4,School,103247,Toppenish Pre School,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103247,1831,Toppenish Pre School,2,238,119,1,1/10/25
13847,2021-22,4,School,103963,Valley View Elementary,Yakima,100002,Educational Service District 105,100269,39202,Toppenish School District,103963,4588,Valley View Elementary,33,470,14.2,1,1/10/25
13848,2021-22,4,School,103029,Touchet Elem & High School,Walla Walla,100007,Educational Service District 123,100270,36300,Touchet School District,103029,2160,Touchet Elem & High School,21,205,9.8,1,1/10/25
13849,2021-22,4,School,100684,Toutle Lake Elementary,Cowlitz,100003,Educational Service District 112,100271,8130,Toutle Lake School District,100684,4264,Toutle Lake Elementary,34,404,11.9,1,1/10/25
13850,2021-22,4,School,100682,Toutle Lake High School,Cowlitz,100003,Educational Service District 112,100271,8130,Toutle Lake School District,100682,2560,Toutle Lake High School,59,300,5.1,1,1/10/25
13851,2021-22,4,School,101798,Trout Lake Elementary,Klickitat,100003,Educational Service District 112,100272,20400,Trout Lake School District,101798,3062,Trout Lake Elementary,10,64,6.4,1,1/10/25
13852,2021-22,4,School,101796,Trout Lake School,Klickitat,100003,Educational Service District 112,100272,20400,Trout Lake School District,101796,2676,Trout Lake School,19,130,6.8,1,1/10/25
13853,2021-22,4,School,101399,Cascade View Elementary,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,101399,3226,Cascade View Elementary,31,403,13,1,1/10/25
13854,2021-22,4,School,101398,Foster Senior High School,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,101398,2848,Foster Senior High School,43,828,19.3,1,1/10/25
13855,2021-22,4,School,105528,Gateway to College,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,105528,5284,Gateway to College,0,NULL,NULL,0,1/10/25
13856,2021-22,4,School,105630,Renton Technical College,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,105630,5315,Renton Technical College,0,0,NULL,0,1/10/25
13857,2021-22,4,School,101397,Showalter Middle School,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,101397,2564,Showalter Middle School,39,586,15,1,1/10/25
13858,2021-22,4,School,101401,Thorndyke Elementary,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,101401,3635,Thorndyke Elementary,28,343,12.3,1,1/10/25
13859,2021-22,4,School,101400,Tukwila Elementary,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,101400,3488,Tukwila Elementary,32,408,12.8,1,1/10/25
13860,2021-22,4,School,106167,Tukwila Online Learning,King,100006,Puget Sound Educational Service District 121,100243,17406,Tukwila School District,106167,5536,Tukwila Online Learning,0,26,NULL,0,1/10/25
13861,2021-22,4,School,102958,A G West Black Hills High School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102958,4500,A G West Black Hills High School,50,858,17.2,1,1/10/25
13862,2021-22,4,School,102953,Black Lake Elementary,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102953,4205,Black Lake Elementary,29,401,13.8,1,1/10/25
13863,2021-22,4,School,102945,Cascadia High School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102945,1713,Cascadia High School,7,89,12.7,1,1/10/25
13864,2021-22,4,School,102955,East Olympia Elementary,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102955,4365,East Olympia Elementary,38,519,13.7,1,1/10/25
13865,2021-22,4,School,102957,George Bush Middle School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102957,4452,George Bush Middle School,44,751,17.1,1,1/10/25
13866,2021-22,4,School,102948,Littlerock Elementary School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102948,2816,Littlerock Elementary School,21,320,15.2,1,1/10/25
13867,2021-22,4,School,102947,Michael T Simmons Elementary,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102947,2552,Michael T Simmons Elementary,45,513,11.4,1,1/10/25
13868,2021-22,4,School,104029,New Market High School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,104029,5014,New Market High School,2,34,17,1,1/10/25
13869,2021-22,4,School,102954,New Market Skills Center,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102954,4225,New Market Skills Center,18,100,5.6,1,1/10/25
13870,2021-22,4,School,102949,Peter G Schmidt Elementary,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102949,3199,Peter G Schmidt Elementary,42,608,14.5,1,1/10/25
13871,2021-22,4,School,102952,Thurs Co Juv Det/Tumwater West E,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102952,3925,Thurs Co Juv Det/Tumwater West E,1,0,0,1,1/10/25
13872,2021-22,4,School,102950,Tumwater High School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102950,3362,Tumwater High School,65,1135,17.5,1,1/10/25
13873,2021-22,4,School,102956,Tumwater Hill Elementary,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102956,4373,Tumwater Hill Elementary,28,362,12.9,1,1/10/25
13874,2021-22,4,School,102951,Tumwater Middle School,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,102951,3612,Tumwater Middle School,46,594,12.9,1,1/10/25
13875,2021-22,4,School,106411,Tumwater Virtual Academy,Thurston,100004,Capital Region ESD 113,100273,34033,Tumwater School District,106411,5629,Tumwater Virtual Academy,26,239,9.2,1,1/10/25
13876,2021-22,4,School,103167,Union Gap School,Yakima,100002,Educational Service District 105,100274,39002,Union Gap School District,103167,2714,Union Gap School,37,589,15.9,1,1/10/25
13877,2021-22,4,School,102179,Chambers Elementary,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102179,3792,Chambers Elementary,42,487,11.6,1,1/10/25
13878,2021-22,4,School,102175,Curtis Junior High,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102175,3179,Curtis Junior High,56,876,15.6,1,1/10/25
13879,2021-22,4,School,102177,Curtis Senior High,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102177,3600,Curtis Senior High,96,1363,14.2,1,1/10/25
13880,2021-22,4,School,102180,Drum Intermediate,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102180,4325,Drum Intermediate,51,630,12.4,1,1/10/25
13881,2021-22,4,School,102181,Evergreen Primary,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102181,4447,Evergreen Primary,41,550,13.4,1,1/10/25
13882,2021-22,4,School,102176,Narrows View Intermediate,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102176,3296,Narrows View Intermediate,47,677,14.4,1,1/10/25
13883,2021-22,4,School,102178,Sunset Primary,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102178,3601,Sunset Primary,43,588,13.7,1,1/10/25
13884,2021-22,4,School,102174,University Place Primary,Pierce,100006,Puget Sound Educational Service District 121,100275,27083,University Place School District,102174,2223,University Place Primary,41,468,11.4,1,1/10/25
13885,2021-22,4,School,103825,Columbia Virtual Academy,Stevens,100001,Educational Service District 101,100277,33070,Valley School District,103825,1932,Columbia Virtual Academy,27,1041,38.6,1,1/10/25
13886,2021-22,4,School,105266,Paideia High School,Stevens,100001,Educational Service District 101,100277,33070,Valley School District,105266,5223,Paideia High School,11,72,6.5,1,1/10/25
13887,2021-22,4,School,105783,Valley Early Learning Center,Stevens,100001,Educational Service District 101,100277,33070,Valley School District,105783,5357,Valley Early Learning Center,0,36,NULL,0,1/10/25
13888,2021-22,4,School,102880,Valley School,Stevens,100001,Educational Service District 101,100277,33070,Valley School District,102880,2405,Valley School,16,187,11.7,1,1/10/25
13889,2021-22,4,School,100558,Alki Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100558,4406,Alki Middle School,37,628,17,1,1/10/25
13890,2021-22,4,School,100537,Benjamin Franklin Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100537,3080,Benjamin Franklin Elementary,24,345,14.4,1,1/10/25
13891,2021-22,4,School,100557,Chinook Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100557,4405,Chinook Elementary School,40,557,13.9,1,1/10/25
13892,2021-22,4,School,100540,Columbia River High,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100540,3423,Columbia River High,64,1176,18.4,1,1/10/25
13893,2021-22,4,School,100560,Discovery Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100560,4503,Discovery Middle School,42,550,13.1,1,1/10/25
13894,2021-22,4,School,100545,Dwight D Eisenhower Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100545,3733,Dwight D Eisenhower Elementary,35,470,13.4,1,1/10/25
13895,2021-22,4,School,100525,Early Childhood Education Center,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100525,2636,Early Childhood Education Center,11,170,15.5,1,1/10/25
13896,2021-22,4,School,100553,Felida Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100553,4075,Felida Elementary School,43,608,14.1,1,1/10/25
13897,2021-22,4,School,100521,Fort Vancouver High School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100521,2179,Fort Vancouver High School,87,1570,18,1,1/10/25
13898,2021-22,4,School,100526,Fruit Valley Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100526,2637,Fruit Valley Elementary School,18,164,9.1,1,1/10/25
13899,2021-22,4,School,100549,Gaiser Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100549,3902,Gaiser Middle School,48,767,16,1,1/10/25
13900,2021-22,4,School,100519,Gate Work Study Program,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100519,1738,Gate Work Study Program,4,37,9.3,1,1/10/25
13901,2021-22,4,School,100541,George C Marshall Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100541,3424,George C Marshall Elementary,29,333,11.5,1,1/10/25
13902,2021-22,4,School,100527,Harney Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100527,2643,Harney Elementary School,43,514,12,1,1/10/25
13903,2021-22,4,School,100547,Harry S Truman Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100547,3735,Harry S Truman Elementary School,40,474,11.9,1,1/10/25
13904,2021-22,4,School,100530,Hazel Dell Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100530,2690,Hazel Dell Elementary School,30,352,11.7,1,1/10/25
13905,2021-22,4,School,100524,Hough Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100524,2610,Hough Elementary School,31,265,8.5,1,1/10/25
13906,2021-22,4,School,100538,Hudson's Bay High School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100538,3081,Hudson's Bay High School,67,1167,17.4,1,1/10/25
13907,2021-22,4,School,100543,Jason Lee Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100543,3543,Jason Lee Middle School,38,582,15.3,1,1/10/25
13908,2021-22,4,School,100517,Jim Tangeman Center,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100517,1574,Jim Tangeman Center,11,48,4.4,1,1/10/25
13909,2021-22,4,School,100536,Lake Shore Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100536,3017,Lake Shore Elementary,30,375,12.5,1,1/10/25
13910,2021-22,4,School,100550,Lewis and Clark High School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100550,3932,Lewis and Clark High School,13,84,6.5,1,1/10/25
13911,2021-22,4,School,100522,Lincoln Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100522,2318,Lincoln Elementary School,34,330,9.7,1,1/10/25
13912,2021-22,4,School,100546,Martin Luther King Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100546,3734,Martin Luther King Elementary,35,438,12.5,1,1/10/25
13913,2021-22,4,School,100539,Mcloughlin Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100539,3146,Mcloughlin Middle School,61,940,15.4,1,1/10/25
13914,2021-22,4,School,100531,Minnehaha Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100531,2723,Minnehaha Elementary School,35,460,13.1,1,1/10/25
13915,2021-22,4,School,105726,Open Doors,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,105726,5342,Open Doors,18,246,13.7,1,1/10/25
13916,2021-22,4,School,100528,Peter S Ogden Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100528,2644,Peter S Ogden Elementary,57,603,10.6,1,1/10/25
13917,2021-22,4,School,100559,Roosevelt Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100559,4410,Roosevelt Elementary School,46,537,11.7,1,1/10/25
13918,2021-22,4,School,100552,Sacajawea Elementary School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100552,4034,Sacajawea Elementary School,32,366,11.4,1,1/10/25
13919,2021-22,4,School,100533,Salmon Creek Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100533,2964,Salmon Creek Elementary,31,391,12.6,1,1/10/25
13920,2021-22,4,School,100535,Sarah J Anderson Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100535,3016,Sarah J Anderson Elementary,49,633,12.9,1,1/10/25
13921,2021-22,4,School,100561,Skyview High School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100561,4504,Skyview High School,86,1724,20,1,1/10/25
13922,2021-22,4,School,103919,Thomas Jefferson Middle School,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,103919,4591,Thomas Jefferson Middle School,44,756,17.2,1,1/10/25
13923,2021-22,4,School,105450,Vancouver Contracted Programs,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,105450,5258,Vancouver Contracted Programs,0,NULL,NULL,0,1/10/25
13924,2021-22,4,School,103952,Vancouver Home Connection,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,103952,3556,Vancouver Home Connection,45,156,3.5,1,1/10/25
13925,2021-22,4,School,105487,Vancouver iTech Preparatory,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,105487,5271,Vancouver iTech Preparatory,32,561,17.5,1,1/10/25
13926,2021-22,4,School,100518,Vancouver School of Arts and Academics,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100518,1689,Vancouver School of Arts and Academics,41,684,16.7,1,1/10/25
13927,2021-22,4,School,104794,Vancouver Virtual Learning Academy,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,104794,5149,Vancouver Virtual Learning Academy,33,983,29.8,1,1/10/25
13928,2021-22,4,School,100532,Walnut Grove Elementary,Clark,100003,Educational Service District 112,100278,6037,Vancouver School District,100532,2828,Walnut Grove Elementary,49,608,12.4,1,1/10/25
